HP:0000002	4.153448988600982
HP:0000003	3.0073209529227447
HP:0000006	4.153448988600982
HP:0000009	4.153448988600982
HP:0000010	3.0073209529227447
HP:0000012	3.852418992937001
HP:0000014	3.6763277338813203
HP:0000019	4.153448988600982
HP:0000020	3.1534489886009824
HP:0000021	4.153448988600982
HP:0000023	2.1491276148183402
HP:0000026	3.4544789842649637
HP:0000027	3.852418992937001
HP:0000028	1.8634143772384646
HP:0000029	4.153448988600982
HP:0000032	3.250359001609039
HP:0000033	3.5513889972730204
HP:0000034	2.9773577295453015
HP:0000035	3.1992064791616577
HP:0000036	3.4544789842649637
HP:0000040	4.153448988600982
HP:0000041	3.6763277338813203
HP:0000045	3.6763277338813203
HP:0000046	3.0742677425533578
HP:0000047	1.9412613841970248
HP:0000048	3.3083509485867255
HP:0000049	2.9773577295453015
HP:0000050	3.852418992937001
HP:0000053	3.1534489886009824
HP:0000054	2.255821897310541
HP:0000057	4.153448988600982
HP:0000058	3.0742677425533578
HP:0000061	4.153448988600982
HP:0000062	3.250359001609039
HP:0000063	3.852418992937001
HP:0000065	4.153448988600982
HP:0000069	3.6763277338813203
HP:0000071	3.852418992937001
HP:0000072	3.852418992937001
HP:0000073	3.1992064791616577
HP:0000074	3.6763277338813203
HP:0000075	4.153448988600982
HP:0000076	2.500236474825639
HP:0000077	2.3541084391474008
HP:0000078	3.1992064791616577
HP:0000079	3.375297738217339
HP:0000081	3.852418992937001
HP:0000083	3.852418992937001
HP:0000085	2.597146487833695
HP:0000086	3.375297738217339
HP:0000089	2.7384756406301647
HP:0000093	4.153448988600982
HP:0000098	1.8909978988705531
HP:0000100	4.153448988600982
HP:0000104	2.6219700715587275
HP:0000107	2.949329005945058
HP:0000110	2.7732377468893765
HP:0000112	3.852418992937001
HP:0000113	3.1992064791616577
HP:0000114	4.153448988600982
HP:0000119	3.3083509485867255
HP:0000121	4.153448988600982
HP:0000122	2.949329005945058
HP:0000124	4.153448988600982
HP:0000125	3.5513889972730204
HP:0000126	2.4374456449661834
HP:0000130	3.4544789842649637
HP:0000132	4.153448988600982
HP:0000133	4.153448988600982
HP:0000134	4.153448988600982
HP:0000135	2.9230000672227088
HP:0000138	3.4544789842649637
HP:0000140	4.153448988600982
HP:0000141	4.153448988600982
HP:0000142	3.6763277338813203
HP:0000143	4.153448988600982
HP:0000148	3.5513889972730204
HP:0000149	4.153448988600982
HP:0000151	3.3083509485867255
HP:0000152	3.4544789842649637
HP:0000153	2.5623843815744833
